Escherichia coli str. K-12 substr. MG1655, complete genome. - 1..4641652
4140 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
342884..343933	+	349	1786518	yahK	b0325	-	-	aldehyde reductase, NADPH-dependent, Zn-containing, broad specificity
344176..344991	+	271	1786519	yahL	b0326	-	-	uncharacterized protein
345404..345649	+	81	87081720	yahM	b0327	-	-	uncharacterized protein
345666..346337	-	223	1786522	yahN	b0328	-	-	amino acid exporter for proline, lysine, glutamate, homoserine
346484..346759	+	91	1786523	yahO	b0329	-	-	periplasmic protein, function unknown, YhcN family
346857..348443	-	528	1786524	prpR	b0330	-	-	propionate catabolism operon regulatory protein
348682..349572	+	296	1786525	prpB	b0331	-	-	2-methylisocitrate lyase
350012..351181	+	389	1786527	prpC	b0333	-	-	2-methylcitrate synthase
351215..352666	+	483	1786528	prpD	b0334	-	-	2-methylcitrate dehydratase
352706..354592	+	628	1786529	prpE	b0335	-	-	propionate--CoA ligase
354922..356181	+	419	1786530	codB	b0336	-	-	cytosine transporter
356171..357454	+	427	1786531	codA	b0337	-	-	cytosine/isoguanine deaminase
357791..358690	-	299	157672245	cynR	b0338	-	-	transcriptional activator of cyn operon; autorepressor
358799..359458	+	219	1786534	cynT	b0339	-	-	carbonic anhydrase
359489..359959	+	156	1786535	cynS	b0340	-	-	cyanate aminohydrolase
359992..361146	+	384	1786536	cynX	b0341	-	-	putative cyanate transporter
361249..361860	-	203	1786537	lacA	b0342	-	-	thiogalactoside acetyltransferase
361926..363179	-	417	1786538	lacY	b0343	-	-	lactose permease
363231..366305	-	1024	1786539	lacZ	b0344	-	-	beta-D-galactosidase
366428..367510	-	360	1786540	lacI	b0345	-	-	lactose-inducible lac operon transcriptional repressor
367587..368420	-	277	145693096	mhpR	b0346	-	-	mhp operon transcriptional activator
368611..370275	+	554	1786543	mhpA	b0347	-	-	3-(3-hydroxyphenyl)propionate hydroxylase
370277..371221	+	314	1786544	mhpB	b0348	-	-	2,3-dihydroxyphenylpropionate 1,2-dioxygenase
371239..372105	+	288	452909625	mhpC	b0349	-	-	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase
372115..372924	+	269	87081722	mhpD	b0350	-	-	2-keto-4-pentenoate hydratase
372921..373871	+	316	1786547	mhpF	b0351	-	-	acetaldehyde-CoA dehydrogenase II, NAD-binding
373868..374881	+	337	1786548	mhpE	b0352	-	-	4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I
375459..376670	+	403	87081723	mhpT	b0353	-	-	3-hydroxyphenylpropionic transporter
376772..377311	+	179	87081724	yaiL	b0354	-	-	DUF2058 family protein
377535..378368	-	277	1786551	frmB	b0355	-	-	S-formylglutathione hydrolase
378462..379571	-	369	1786552	frmA	b0356	-	-	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase
379606..379881	-	91	87081725	frmR	b0357	-	-	regulator protein that represses frmRAB operon
380069..380842	-	257	1786555	yaiO	b0358	-	-	outer membrane protein
381351..381716	+	121	145693097	insC1	b0360	-	-	IS2 repressor TnpA
381674..382579	+	301	1786558	insD1	b0361	-	-	IS2 transposase TnpB
382739..383935	-	398	1786560	yaiP	b0363	-	-	putative family 2 glycosyltransferase
384059..384616	-	185	87081726	yaiS	b0364	-	-	putative PIG-L family deacetylase
385232..386194	+	320	87081727	tauA	b0365	-	-	taurine transporter subunit
386207..386974	+	255	1786563	tauB	b0366	-	-	taurine transporter subunit
386971..387798	+	275	1786564	tauC	b0367	-	-	taurine transporter subunit
387795..388646	+	283	1786565	tauD	b0368	-	-	taurine dioxygenase, 2-oxoglutarate-dependent
388753..389727	-	324	87081728	hemB	b0369	-	-	5-aminolevulinate dehydratase (porphobilinogen synthase)
391739..392605	-	288	1786570	insF1	b0372	-	-	IS3 transposase B
392602..392901	-	99	226510928	insE1	b0373	-	-	IS3 transposase A
394506..395129	+	207	226510929	yaiV	b0375	-	-	putative transcriptional regulator
395130..396287	-	385	1786574	ampH	b0376	-	-	D-alanyl-D-alanine-carboxypeptidase/endopeptidase; penicillin-binding protein; weak beta-lactamase
396639..397859	+	406	1786575	sbmA	b0377	-	-	microcin B17 transporter
397872..398966	+	364	1786576	yaiW	b0378	-	-	putative lipoprotein
399025..399333	-	102	1786577	yaiY	b0379	-	-	DUF2755 family inner membrane protein
399593..399805	+	70	87081730	yaiZ	b0380	-	-	DUF2754 family putative inner membrane protein
399829..400923	-	364	1786579	ddlA	b0381	-	-	D-alanine-D-alanine ligase A
401386..401646	+	86	1786581	iraP	b0382	-	-	anti-RssB factor, RpoS stabilzer during Pi starvation; anti-adapter protein
401747..403162	+	471	48994877	phoA	b0383	-	-	bacterial alkaline phosphatase
403281..403601	+	106	87081731	psiF	b0384	-	-	PsiF family protein
403703..404818	+	371	1786584	yaiC	b0385	-	-	diguanylate cyclase, cellulose regualtor
404835..405644	-	269	1786585	proC	b0386	-	-	pyrroline-5-carboxylate reductase, NAD(P)-binding
405764..406222	+	152	87081732	yaiI	b0387	-	-	UPF0178 family protein
406405..406929	+	174	1786587	aroL	b0388	-	-	shikimate kinase II
406979..407170	+	63	1786588	yaiA	b0389	-	-	OxyR-regulated conserved protein
407428..408105	+	225	1786589	aroM	b0390	-	-	AroM family protein
408177..408461	+	94	1786590	yaiE	b0391	-	-	UPF0345 family protein
409108..410019	-	303	1786592	rdgC	b0393	-	-	nucleoid-associated ssDNA and dsDNA binding protein; competitive inhibitor of RecA function
410144..411052	+	302	87081733	mak	b0394	-	-	manno(fructo)kinase
411297..412481	-	394	1786595	araJ	b0396	-	-	arabinose-inducible putative transporter, MFS family
412607..415753	-	1048	1786597	sbcC	b0397	-	-	exonuclease, dsDNA, ATP-dependent
415750..416952	-	400	1786598	sbcD	b0398	-	-	exonuclease, dsDNA, ATP-dependent
417142..417831	+	229	1786599	phoB	b0399	-	-	response regulator in two-component regulatory system with PhoR (or CreC)
417889..419184	+	431	1786600	phoR	b0400	-	-	sensory histidine kinase in two-component regulatory system with PhoB
419591..420910	+	439	1786601	brnQ	b0401	-	-	branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val
420986..422359	+	457	1786602	proY	b0402	-	-	proline-specific permease
422518..424332	+	604	345297171	malZ	b0403	-	-	maltodextrin glucosidase
424337..424918	-	193	1786605	acpH	b0404	-	-	acyl carrier protein (ACP) phosphodiesterase; ACP hydrolyase
425011..426081	+	356	1786606	queA	b0405	-	-	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
426137..427264	+	375	1786607	tgt	b0406	-	-	tRNA-guanine transglycosylase
427287..427619	+	110	1786608	yajC	b0407	-	-	SecYEG protein translocase auxillary subunit
427647..429494	+	615	1786609	secD	b0408	-	-	SecYEG protein translocase auxillary subunit
429505..430476	+	323	1786610	secF	b0409	-	-	SecYEG protein translocase auxillary subunit
430605..430952	+	115	1786611	yajD	b0410	-	-	HNH nuclease family protein
431129..432013	-	294	1786612	tsx	b0411	-	-	nucleoside channel, receptor of phage T6 and colicin K
432312..432851	-	179	87081734	yajI	b0412	-	-	putative lipoprotein
433002..433451	+	149	1786615	nrdR	b0413	-	-	Nrd regulon repressor
433455..434558	+	367	1786616	ribD	b0414	-	-	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase
434647..435117	+	156	1786617	ribE	b0415	-	-	riboflavin synthase beta chain
435137..435556	+	139	1786618	nusB	b0416	-	-	transcription antitermination protein
435634..436611	+	325	1786619	thiL	b0417	-	-	thiamine monophosphate kinase
436589..437107	+	172	1786620	pgpA	b0418	-	-	phosphatidylglycerophosphatase A
437161..438135	-	324	87081735	yajO	b0419	-	-	2-carboxybenzaldehyde reductase
438315..440177	-	620	1786622	dxs	b0420	-	-	1-deoxyxylulose-5-phosphate synthase, thiamine triphosphate-binding, FAD-requiring
440202..441101	-	299	1786623	ispA	b0421	-	-	geranyltranstransferase
441101..441343	-	80	1786624	xseB	b0422	-	-	exonuclease VII small subunit
441549..442997	+	482	1786625	thiI	b0423	-	-	tRNA s(4)U8 sulfurtransferase
443051..443641	-	196	87081736	yajL	b0424	-	-	oxidative-stress-resistance chaperone
443604..444515	-	303	1786627	panE	b0425	-	-	2-dehydropantoate reductase, NADPH-specific
444683..445174	+	163	87081737	yajQ	b0426	-	-	phage Phi6 host factor, ATP/GTP binding protein
445302..446666	-	454	87081738	yajR	b0427	-	-	putative transporter
446815..447705	-	296	1786631	cyoE	b0428	-	-	protoheme IX farnesyltransferase
447717..448046	-	109	1786632	cyoD	b0429	-	-	cytochrome o ubiquinol oxidase subunit IV
448046..448660	-	204	1786633	cyoC	b0430	-	-	cytochrome o ubiquinol oxidase subunit III
448650..450641	-	663	1786634	cyoB	b0431	-	-	cytochrome o ubiquinol oxidase subunit I
450663..451610	-	315	1786635	cyoA	b0432	-	-	cytochrome o ubiquinol oxidase subunit II
452070..453545	-	491	1786636	ampG	b0433	-	-	muropeptide transporter
453589..454167	-	192	87081739	yajG	b0434	-	-	putative lipoprotein
454472..454789	+	105	87081740	bolA	b0435	-	-	stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC
455133..456431	+	432	1786640	tig	b0436	-	-	peptidyl-prolyl cis/trans isomerase (trigger factor)
456677..457300	+	207	1786641	clpP	b0437	-	-	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases
457426..458700	+	424	1786642	clpX	b0438	-	-	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease
458888..461242	+	784	1786643	lon	b0439	-	-	DNA-binding ATP-dependent protease La
461451..461723	+	90	1786644	hupB	b0440	-	-	HU, DNA-binding transcriptional regulator, beta subunit
461915..463786	+	623	1786645	ppiD	b0441	-	-	periplasmic folding chaperone, has an inactive PPIase domain
463937..464308	+	123	1786646	ybaV	b0442	-	-	putative competence-suppressing periplasmic helix-hairpin-helix DNA-binding protein
464402..464800	+	132	1786647	fadM	b0443	-	-	long-chain acyl-CoA thioesterase III
464852..465547	-	231	1786648	queC	b0444	-	-	7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis
465612..467312	-	566	1786650	ybaE	b0445	-	-	putative ABC superfamily transporter periplasmic-binding protein
467412..468230	+	272	87081741	cof	b0446	-	-	thiamine pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase
468383..468841	+	152	87081742	ybaO	b0447	-	-	putative DNA-binding transcriptional regulator
468871..470643	+	590	1786653	mdlA	b0448	-	-	putative multidrug transporter subunit of ABC superfamily, ATP-binding component
470636..472417	+	593	1786654	mdlB	b0449	-	-	putative multidrug transporter subunit of ABC superfamily, ATP-binding component
472598..472936	+	112	1786655	glnK	b0450	-	-	nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB
472966..474252	+	428	1786656	amtB	b0451	-	-	ammonium transporter
474301..475161	-	286	1786657	tesB	b0452	-	-	acyl-CoA thioesterase 2
475379..475951	+	190	1786658	ybaY	b0453	-	-	outer membrane lipoprotein
475982..476371	-	129	1786659	ybaZ	b0454	-	-	excision repair protein, alkyltransferase-like protein ATL
476672..477025	+	117	1786661	ybaA	b0456	-	-	DUF1428 family protein
477067..478617	-	516	87081743	ylaB	b0457	-	-	putative membrane-anchored cyclic-di-GMP phosphodiesterase
478781..479251	-	156	87081744	ylaC	b0458	-	-	DUF1449 family inner membrane protein
479367..479918	-	183	1786664	maa	b0459	-	-	maltose O-acetyltransferase
480090..480308	-	72	1786665	hha	b0460	-	-	modulator of gene expression, with H-NS
480334..480708	-	124	1786666	tomB	b0461	-	-	Hha toxicity attenuator; conjugation-related protein
481254..484403	-	1049	1786667	acrB	b0462	-	-	multidrug efflux system protein
484426..485619	-	397	1786668	acrA	b0463	-	-	multidrug efflux system
485761..486408	+	215	1786669	acrR	b0464	-	-	transcriptional repressor
486536..489898	+	1120	1786670	mscK	b0465	-	-	mechanosensitive channel protein, intermediate conductance, K+ regulated
490110..490271	-	53	1786672	ybaM	b0466	-	-	DUF2496 family protein
490285..490812	-	175	1786673	priC	b0467	-	-	primosomal replication protein N''
490882..491259	+	125	1786674	ybaN	b0468	-	-	DUF454 family inner membrane protein
491412..491963	+	183	1786675	apt	b0469	-	-	adenine phosphoribosyltransferase
492092..494023	+	643	1786676	dnaX	b0470	-	-	DNA polymerase III/DNA elongation factor III, tau and gamma subunits
494076..494405	+	109	1786677	ybaB	b0471	-	-	DNA-binding protein, putative nucleoid-associated protein
494405..495010	+	201	1786678	recR	b0472	-	-	gap repair protein
495120..496994	+	624	1786679	htpG	b0473	-	-	protein refolding molecular co-chaperone Hsp90, Hsp70-dependent; heat-shock protein; ATPase
497175..497819	+	214	1786680	adk	b0474	-	-	adenylate kinase
498055..499017	+	320	1786681	hemH	b0475	-	-	ferrochelatase
499014..499973	-	319	1786682	aes	b0476	-	-	acetyl esterase
500125..501429	+	434	1786684	gsk	b0477	-	-	inosine/guanosine kinase
501562..503238	-	558	1786685	ybaL	b0478	-	-	inner membrane putative NAD(P)-binding transporter
503476..504696	-	406	1786686	fsr	b0479	-	-	putative fosmidomycin efflux system protein
504914..506566	+	550	1786687	ushA	b0480	-	-	bifunctional UDP-sugar hydrolase/5'-nucleotidase
506603..507082	-	159	1786688	ybaK	b0481	-	-	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase
507286..508080	-	264	1786689	ybaP	b0482	-	-	TraB family protein
508218..508559	+	113	87081745	ybaQ	b0483	-	-	putative DNA-binding transcriptional regulator
508875..511379	-	834	1786691	copA	b0484	-	-	copper transporter
511641..512573	+	310	1786693	glsA	b0485	-	-	glutaminase 1
512576..513868	+	430	1786694	ybaT	b0486	-	-	putative amino acid transporter
513993..514400	+	135	1786695	cueR	b0487	-	-	copper-responsive regulon transcriptional regulator
514401..514859	-	152	145693099	ybbJ	b0488	-	-	inner membrane protein that stimulates the ftsH htpX mutant suppressor activity of QmcA
514856..515773	-	305	1786697	qmcA	b0489	-	-	PHB domain membrane-anchored putative protease
515919..516596	+	225	1786698	fetA	b0490	-	-	iron exporter, ATP-binding subunit, ABC transporter FetAB subunit; peroxide resistance protein
516583..517362	+	259	87081746	fetB	b0491	-	-	iron exporter permease subunit, ABC transporter FetAB; peroxide resistance protein
517425..518279	-	284	87081747	ybbN	b0492	-	-	DnaK co-chaperone, thioredoxin-like protein
518340..519149	-	269	1786701	ybbO	b0493	-	-	putative oxidoreductase
519139..519765	-	208	1786702	tesA	b0494	-	-	multifunctional acyl-CoA thioesterase 1; protease I; lysophospholipase L1
519733..520419	+	228	1786703	ybbA	b0495	-	-	putative ABC superfamily transporter ATP-binding subunit
520416..522830	+	804	1786704	ybbP	b0496	-	-	putative ABC transporter permease
523261..527541	+	1426	1786706	rhsD	b0497	-	-	Rhs family putative polymorphic toxin
527581..527949	+	122	1786707	ybbC	b0498	-	-	putative immunity protein
530132..531226	-	364	1786712	mnmH	b0503	-	-	tRNA 2-selenouridine synthase, selenophosphate-dependent
531295..532221	-	308	1786713	allS	b0504	-	-	allD operon transcriptional activator
532451..532933	+	160	1786714	allA	b0505	-	-	ureidoglycolate lyase, releasing urea
533011..533826	+	271	1786715	allR	b0506	-	-	transcriptional repressor of all and gcl operons; glyoxylate-induced
533916..535697	+	593	1786717	gcl	b0507	-	-	glyoxylate carboligase
535710..536486	+	258	1786718	hyi	b0508	-	-	hydroxypyruvate isomerase
536586..537464	+	292	1786719	glxR	b0509	-	-	tartronate semialdehyde reductase, NADH-dependent
537633..539087	+	484	87081749	ybbW	b0511	-	-	putative allantoin transporter
539147..540508	+	453	1786722	allB	b0512	-	-	allantoinase
540565..541866	+	433	87081750	ybbY	b0513	-	-	putative uracil/xanthine transporter
541888..543033	+	381	1786724	glxK	b0514	-	-	glycerate kinase II
543261..544046	-	261	1786725	allE	b0515	-	-	S-ureidoglycine aminohydrolase
544057..545292	-	411	1786726	allC	b0516	-	-	allantoate amidohydrolase
545314..546363	-	349	1786727	allD	b0517	-	-	ureidoglycolate dehydrogenase
546680..548347	+	555	1786729	fdrA	b0518	-	-	putative NAD(P)-binding acyl-CoA synthetase
548357..549616	+	419	558094914	ylbE	b4572	-	-	NO-induced DUF1116 protein
549627..550442	+	271	1786731	ylbF	b0520	-	-	putative anaerobic allantoin catabolic oxamate carbamoyltransferase; DUF2877 family protein
550439..551332	+	297	1786732	ybcF	b0521	-	-	putative carbonate kinase
551527..552594	-	355	1786733	purK	b0522	-	-	N5-carboxyaminoimidazole ribonucleotide synthase
552591..553100	-	169	1786734	purE	b0523	-	-	N5-carboxyaminoimidazole ribonucleotide mutase
553218..553940	-	240	1786735	lpxH	b0524	-	-	UDP-2,3-diacylglucosamine pyrophosphohydrolase
553943..554437	-	164	1786736	ppiB	b0525	-	-	peptidyl-prolyl cis-trans isomerase B (rotamase B)
554611..555996	+	461	1786737	cysS	b0526	-	-	cysteinyl-tRNA synthetase
556032..556553	-	173	1786738	ybcI	b0527	-	-	DUF457 family inner membrane protein
556661..556873	-	70	87081752	ybcJ	b0528	-	-	ribosome-associated protein; putative RNA-binding protein
556875..557741	-	288	1786741	folD	b0529	-	-	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase
558212..558754	+	180	87081753	sfmA	b0530	-	-	FimA homolog, function unknown
558974..559666	+	230	1786743	sfmC	b0531	-	-	putative periplasmic pilus chaperone
559697..562300	+	867	1786744	sfmD	b0532	-	-	putative outer membrane export usher protein
562336..563319	+	327	145693100	sfmH	b0533	-	-	FimA homolog, function unknown
563330..563845	+	171	1786746	sfmF	b0534	-	-	FimA homolog, function unknown
563848..564480	-	210	1786747	sfmZ	b0535	-	-	response regulator family protein
564815..565978	-	387	1786748	intD	b0537	-	-	DLP12 prophage; putative phage integrase
566842..567141	+	99	226510930	insE1	b0540	-	-	IS3 transposase A
567138..568004	+	288	1786753	insF1	b0541	-	-	IS3 transposase B
568315..568647	+	110	1786755	emrE	b0543	-	-	DLP12 prophage; multidrug resistance protein
568902..570428	+	508	1786756	ybcK	b0544	-	-	DLP12 prophage; putative recombinase
570893..571444	+	183	1786757	ybcL	b0545	-	-	inactive polymorphonuclear leukocyte migration suppressor; DLP12 prophage; secreted protein, UPF0098 family
571454..572251	+	265	1786758	ybcM	b0546	-	-	DLP12 prophage; putative DNA-binding transcriptional regulator
572368..572469	+	33	145693101	ylcH	b4588	-	-	uncharacterized protein, DLP12 prophage
572466..572921	+	151	1786759	ybcN	b0547	-	-	DLP12 prophage; uncharacterized protein
572921..573091	+	56	1786760	ninE	b0548	-	-	DLP12 prophage; conserved protein
573084..573374	+	96	1786761	ybcO	b0549	-	-	DLP12 prophage; uncharacterized protein
573371..573733	+	120	1786762	rusA	b0550	-	-	DLP12 prophage; endonuclease RUS
573730..573870	+	46	87081756	ylcG	b4509	-	-	uncharacterized protein, DLP12 prophage
